Protein accession	Sequence MD5 digest	sequence length	Analysis	Signature accession	signature description	Start location	Stop location	Score	Status	Data	InterPro annotations accession	InterPro annotations description	NCBI annotation	species
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	Gene3D	G3DSA:3.40.47.10	-	343	757	1.90E-98	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	SUPERFAMILY	SSF53901	Thiolase-like	342	685	5.19E-46	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	Gene3D	G3DSA:2.60.120.620	q2cbj1_9rhob like domain	102	311	6.50E-06	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	PANTHER	PTHR43775	FATTY ACID SYNTHASE	332	742	1.10E-97	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	83	312	1.30E-42	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	585	698	1.60E-27	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	458	576	4.20E-18	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	344	453	1.70E-12	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	MobiDBLite	mobidb-lite	consensus disorder prediction	24	46	-	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	SMART	SM00825	Beta-ketoacyl synthase	346	745	3.00E-38	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076688|gb|AQS99316.1|	a16d76a28a282658524de7ba7ac50477	1228	CDD	cd00833	PKS	350	742	6.02E-94	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	Gene3D	G3DSA:3.40.47.10	-	332	764	7.20E-89	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	77	303	1.60E-79	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	CDD	cd00833	PKS	336	748	6.17E-79	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	587	702	4.00E-22	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	PANTHER	PTHR43775	FATTY ACID SYNTHASE	357	748	8.50E-86	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	SMART	SM00825	Beta-ketoacyl synthase	334	749	9.50E-21	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	350	578	7.10E-35	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.43654	971b16d7106e2bcff946d8bc86695228	947	SUPERFAMILY	SSF53901	Thiolase-like	336	747	2.39E-34	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
gi|941355186|dbj|BAT21727.1|	6d866ff035ba41bf30e81deb0c9c502e	395	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	78	303	4.00E-67	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	polyketide synthase [Karenia mikimotoi]	Karenia mikimotoi
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	291	544	1.60E-36	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	SUPERFAMILY	SSF53901	Thiolase-like	291	544	7.56E-38	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	569	687	6.00E-19	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	CDD	cd00833	PKS	291	732	2.84E-85	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	Gene3D	G3DSA:3.40.47.10	-	289	747	1.40E-94	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	PANTHER	PTHR43775	FATTY ACID SYNTHASE	270	732	3.90E-88	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	SMART	SM00825	Beta-ketoacyl synthase	292	733	2.90E-22	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.52896	0afd87dd439e31afe086bb8f4b3ac175	1028	SUPERFAMILY	SSF53901	Thiolase-like	522	732	8.86E-30	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.31777	41d2c9ae0c3d1f01fd220005e70aa8e6	383	Coils	Coil	Coil	263	304	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	SUPERFAMILY	SSF53901	Thiolase-like	336	752	1.02E-49	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	SMART	SM00825	Beta-ketoacyl synthase	339	756	2.10E-57	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	337	583	2.00E-41	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	84	306	5.20E-47	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	596	711	1.90E-34	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	PANTHER	PTHR43775	FATTY ACID SYNTHASE	326	756	1.80E-118	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	Gene3D	G3DSA:3.40.47.10	-	336	791	2.50E-120	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	CDD	cd00833	PKS	337	755	5.63E-128	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.26335	e09ba69bd651e94d9123af52d5a7745a	955	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	501	517	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.11046	b2ed45abfaa1b528d434638007ebdf8c	757	MobiDBLite	mobidb-lite	consensus disorder prediction	727	757	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.11046	b2ed45abfaa1b528d434638007ebdf8c	757	MobiDBLite	mobidb-lite	consensus disorder prediction	233	251	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.11046	b2ed45abfaa1b528d434638007ebdf8c	757	MobiDBLite	mobidb-lite	consensus disorder prediction	188	260	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.11046	b2ed45abfaa1b528d434638007ebdf8c	757	MobiDBLite	mobidb-lite	consensus disorder prediction	1	44	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	19	227	3.80E-34	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	Gene3D	G3DSA:3.40.47.10	-	291	744	1.80E-71	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	SMART	SM00825	Beta-ketoacyl synthase	306	720	5.50E-11	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	SUPERFAMILY	SSF53901	Thiolase-like	312	537	1.40E-26	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	PANTHER	PTHR43775	FATTY ACID SYNTHASE	316	721	2.00E-57	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	316	534	1.60E-23	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	SUPERFAMILY	SSF53901	Thiolase-like	507	720	4.98E-23	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	CDD	cd00833	PKS	318	721	5.29E-52	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
gi|1149076476|gb|AQS99210.1|	5a4d05572b003dafb57d16efcb7c887a	1172	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	555	673	4.50E-11	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus polynesiensis]	Gambierdiscus polynesiensis
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	291	530	2.80E-35	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	PANTHER	PTHR43775	FATTY ACID SYNTHASE	265	711	8.40E-75	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	551	665	9.20E-17	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	SUPERFAMILY	SSF53901	Thiolase-like	503	711	3.98E-31	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	SUPERFAMILY	SSF53901	Thiolase-like	291	531	1.21E-35	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	CDD	cd00833	PKS	303	694	5.15E-72	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	SMART	SM00825	Beta-ketoacyl synthase	289	712	1.80E-19	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	9	225	1.20E-35	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35090	4603e49e6ce487bdbcdb7280fa778dff	1048	Gene3D	G3DSA:3.40.47.10	-	290	735	1.10E-90	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	SUPERFAMILY	SSF53901	Thiolase-like	331	574	1.24E-30	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	Gene3D	G3DSA:3.40.47.10	-	327	809	1.00E-97	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	PANTHER	PTHR43775	FATTY ACID SYNTHASE	324	745	8.30E-96	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	SMART	SM00825	Beta-ketoacyl synthase	331	746	5.50E-26	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	PANTHER	PTHR43775:SF37	POLYKETIDE SYNTHASE	324	745	8.30E-96	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	70	299	2.10E-73	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	CDD	cd00833	PKS	331	744	9.87E-88	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	583	699	5.70E-27	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	331	574	1.10E-32	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.35204	6c2d6d91d06f6e0c7ae455d93fb99c59	931	SUPERFAMILY	SSF53901	Thiolase-like	546	745	5.76E-41	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	596	709	8.60E-31	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	Gene3D	G3DSA:3.40.47.10	-	333	782	4.00E-102	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	SUPERFAMILY	SSF53901	Thiolase-like	336	580	2.21E-27	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	84	305	1.10E-28	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	342	581	2.40E-31	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	PANTHER	PTHR43775	FATTY ACID SYNTHASE	343	752	1.00E-94	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	SMART	SM00825	Beta-ketoacyl synthase	343	755	4.80E-20	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	CDD	cd00833	PKS	343	753	6.69E-90	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.41799	6c965ca34df1b16bbc38015092401910	1232	SUPERFAMILY	SSF53901	Thiolase-like	556	751	1.23E-43	T	09-08-2021	IPR016039	Thiolase-like	predicted ORF protein	Gambierdiscus caribaeus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	SMART	SM00825	Beta-ketoacyl synthase	320	743	2.00E-19	T	09-08-2021	IPR020841	"Polyketide synthase, beta-ketoacyl synthase domain"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	Pfam	PF02801	"Beta-ketoacyl synthase, C-terminal domain"	582	696	2.90E-17	T	09-08-2021	IPR014031	"Beta-ketoacyl synthase, C-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	SUPERFAMILY	SSF53901	Thiolase-like	534	742	7.76E-31	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	CDD	cd00833	PKS	334	725	1.08E-70	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	Pfam	PF00109	"Beta-ketoacyl synthase, N-terminal domain"	322	561	8.00E-36	T	09-08-2021	IPR014030	"Beta-ketoacyl synthase, N-terminal"	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	Gene3D	G3DSA:3.40.47.10	-	321	763	2.20E-90	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	SUPERFAMILY	SSF53901	Thiolase-like	322	562	6.40E-36	T	09-08-2021	IPR016039	Thiolase-like	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	PANTHER	PTHR43775	FATTY ACID SYNTHASE	296	742	9.10E-76	T	09-08-2021	-	-	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
gi|1149076574|gb|AQS99259.1|	b19d3e4f6b75efaaa344410452bb8cb1	1081	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	39	256	3.20E-37	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	type I polyketide synthase [Gambierdiscus excentricus]	Gambierdiscus excentricus
Cluster-1172.0	b8863e7f0f5d03a2f5281193a0f63513	54	MobiDBLite	mobidb-lite	consensus disorder prediction	25	42	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-1172.0	b8863e7f0f5d03a2f5281193a0f63513	54	MobiDBLite	mobidb-lite	consensus disorder prediction	25	54	-	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21418	f2a5ac93ddc506da130651f873519dd0	602	Pfam	PF08659	KR domain	291	478	7.20E-36	T	09-08-2021	IPR013968	"Polyketide synthase, ketoreductase domain"	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21418	f2a5ac93ddc506da130651f873519dd0	602	PANTHER	PTHR43775	FATTY ACID SYNTHASE	276	529	2.00E-39	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21418	f2a5ac93ddc506da130651f873519dd0	602	Gene3D	G3DSA:3.40.50.720	-	74	543	7.90E-56	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21418	f2a5ac93ddc506da130651f873519dd0	602	SMART	SM00822	This enzymatic domain is part of bacterial polyketide synthases and catalyses the first step in the reductive modification of the beta-carbonyl centres in the growing polyketide chain. It uses NADPH to reduce the keto group to a hydroxy group.	291	480	1.40E-13	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.21418	f2a5ac93ddc506da130651f873519dd0	602	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	289	530	2.73E-22	T	09-08-2021	IPR036291	NAD(P)-binding domain superfamily	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47671	2f701e3028f559313f38c5edb992f3f2	1320	CDD	cd00833	PKS	383	794	4.51E-112	T	09-08-2021	-	-	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47671	2f701e3028f559313f38c5edb992f3f2	1320	TIGRFAM	TIGR04556	PKS_assoc: polyketide synthase-associated domain	92	330	5.20E-40	T	09-08-2021	IPR030834	Polyketide synthase-associated domain	predicted ORF protein	Gambierdiscus caribaeus
Cluster-13398.47671	2f701e3028f559313f38c5edb992f3f2	1320	ProSitePatterns	PS00606	Beta-ketoacyl synthases active site.	532	548	-	T	09-08-2021	IPR018201	"Beta-ketoacyl synthase, active site"	predicted ORF protein	Gambierdiscus caribaeus
